학교명,학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자,제공기관코드,제공기관명,주소_clean,sido,sigungu,카운트지역
한남대학교 교육대학원,Graduate School Of Education,본교,대학원,특수대학원,사립,30,대전광역시,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교)",,34430,,edupro.hannam.ac.kr/,042-629-7231,042-629-8039,1988-11-30,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 대덕구 한남로 70,대전광역시,대덕구,대전광역시
한국교원대학교 교육정책전문대학원,Graduate School Of Educational Policy And Administration Of Korea National University Of Education,본교,대학원,전문대학원,국립,43,충청북도,"충청북도 청주시 흥덕구 강내면 태성탑연로 250 (다락리, 한국교원대학교)",,28173,,www.knue.ac.kr,043-230-3114,043-233-2960,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 흥덕구 강내면 태성탑연로 250,충청북도,청주시,청주시
한국교원대학교 대학원,Graduate School Of Korea National University Of Education,본교,대학원,일반대학원,국립,43,충청북도,"충청북도 청주시 흥덕구 강내면 태성탑연로 250 (다락리, 한국교원대학교)",,28173,,www.knue.ac.kr,043-230-3114,043-233-2960,1986-03-05,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 흥덕구 강내면 태성탑연로 250,충청북도,청주시,청주시
한국기술교육대학교 IT융합과학경영산업,"Korea University of Technology and Education Graduate School of IT Convergence, Science, Management and Industry",본교,대학원,특수대학원,사립,44,충청남도,"충청남도 천안시 동남구 병천면 충절로 1600 (가전리, 한국기술교육대학교)",,31253,,www.koreatech.ac.kr/grd.do,041-560-1114,041-560-2575,2003-01-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 동남구 병천면 충절로 1600,충청남도,천안시,천안시
한국기술교육대학교 대학원,Korea University of Technology and Education Graduate School,본교,대학원,일반대학원,사립,44,충청남도,"충청남도 천안시 동남구 병천면 충절로 1600 (가전리, 한국기술교육대학교)",,31253,,www.koreatech.ac.kr/grd.do,041-560-1114,041-560-2575,1996-11-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 동남구 병천면 충절로 1600,충청남도,천안시,천안시
한국기술교육대학교 테크노인력개발전문대,Korea University of Technology and Education Graduate School of Techno Hrd,본교,대학원,전문대학원,사립,44,충청남도,"충청남도 천안시 서북구 과수원길 18 (부대동, 한국기술교육대학교두정IOC캠퍼스)",,31079,,www.koreatech.ac.kr/grd.do,041-560-1114,041-560-2575,2003-01-01,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 천안시 서북구 과수원길 18,충청남도,천안시,천안시
한국에너지공과대학교 대학원,Korea institute of Energy Technology,본교,대학원,일반대학원,특별법법,46,전라남도,전라남도 나주시 켄텍길 21(빛가람동),,58330,,kentech.ac.kr,061-320-9551,061-320-9709,2022-03-02,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 나주시 켄텍길 21,전라남도,나주시,나주시
포항공과대학교 대학원,"Graduate School, Pohang University Of Science And Technology",본교,대학원,일반대학원,사립,47,경상북도,"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교)",,37673,,www.postech.ac.kr,054-279-0114,054-279-2099,1986-12-03,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 포항시 남구 청암로 77,경상북도,포항시,포항시
포항공과대학교 정보통신대학원,"Graduate School For Information Technology (Gsit), Postech",본교,대학원,특수대학원,사립,47,경상북도,"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교)",,37673,,www.postech.ac.kr/pirl,054-279-2408,054-279-3590,1991-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 포항시 남구 청암로 77,경상북도,포항시,포항시
포항공과대학교 철강 에너지소재대학원,Graduate Institute of Ferrous & Energy materials Technology,본교,대학원,전문대학원,사립,47,경상북도,경상북도 포항시 남구 청암로 77 (지곡동),,37673,,gift.postech.ac.kr/,054-279-9209,054-279-9299,1995-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 포항시 남구 청암로 77,경상북도,포항시,포항시
포항공과대학교 철강대학원,"Graduate Institute Of Ferrous Technology (Gift), Postech",본교,대학원,전문대학원,사립,47,경상북도,"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교)",,37673,,gift.postech.ac.kr/,054-279-9209,054-279-9299,1995-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 포항시 남구 청암로 77,경상북도,포항시,포항시
포항공과대학교 친환경소재대학원,Graduate Institute of Ferrous & Eco Materials Technology,본교,대학원,전문대학원,사립,47,경상북도,경상북도 포항시 남구 청암로 77 (지곡동),,37673,,gift.postech.ac.kr/,054-279-9201,054-279-9299,1995-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 포항시 남구 청암로 77,경상북도,포항시,포항시
한국과학기술원 일반대학원,Korea Advanced Institute Of Science And Technology(KAIST),본교,대학원,일반대학원,특별법법,30,대전광역시,"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원)",,34141,,www.kaist.ac.kr,042-350-2114,042-350-2210,1971-02-16,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 291,대전광역시,유성구,대전광역시
한국교원대학교 교육대학원,Graduate School Of Education Of Korea National University Of Education,본교,대학원,특수대학원,국립,43,충청북도,"충청북도 청주시 흥덕구 강내면 태성탑연로 250 (다락리, 한국교원대학교)",,28173,,www.knue.ac.kr,043-230-3114,043-233-2960,1997-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 흥덕구 강내면 태성탑연로 250,충청북도,청주시,청주시
충남대학교 에너지과학기술대학원,Graduate School Of Energy Science And Technology,본교,대학원,전문대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,gest.cnu.ac.kr,042-821-8603,042-821-8839,2010-03-02,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충남대학교 의학전문대학원,"Chungnam National University, School Of Medicine",본교,대학원,전문대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,medicine.cnu.ac.kr/index/,042-821-5114,042-584-2846,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충남대학교 특허법무대학원,The Graduate School Of Intellectual Property Law,본교,대학원,특수대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,homepage.cnu.ac.kr/cnuip,042-821-5216,042-821-8881,2000-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충남대학교 평화안보대학원,Graduate School Of Peace & Security Studies,본교,대학원,특수대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,peace.cnu.ac.kr/,042-821-5233,042-822-5236,2002-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충남대학교 행정대학원,Graduate School Of Puablic Administration Chungnam National University,본교,대학원,특수대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,gspa.cnu.ac.kr,042-821-5223,042-823-4038,1981-11-25,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충북대학교 경영대학원,Graduate School Of Business Chungbuk National University,본교,대학원,특수대학원,국립,43,충청북도,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",,28644,,cbmba.chungbuk.ac.kr/,043-261-2320,043-268-2426,1991-11-15,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 충대로 1,충청북도,청주시,청주시
충북대학교 교육대학원,Graduate School Of Education Chungbuk National University,본교,대학원,특수대학원,국립,43,충청북도,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",,28644,,gsedu.chungbuk.ac.kr/,043-261-2640,043-272-1604,1975-03-10,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 충대로 1,충청북도,청주시,청주시
충북대학교 대학원,Graduate School Chungbuk National University,본교,대학원,일반대학원,국립,43,충청북도,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",,28644,,graduate.chungbuk.ac.kr,043-261-2017,043-261-3174,1968-01-10,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 충대로 1,충청북도,청주시,청주시
충북대학교 법무대학원,Graduate School Of Legal Affairs Chungbuk National University,본교,대학원,특수대학원,국립,43,충청북도,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",,28644,,law.chungbuk.ac.kr,043-261-2610,043-272-1605,1996-11-04,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 충대로 1,충청북도,청주시,청주시
충북대학교 법학전문대학원,Chungbuk National University Law School,본교,대학원,전문대학원,국립,43,충청북도,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",,28644,,lawschool.cbnu.ac.kr,043-261-2610,043-272-1605,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 충대로 1,충청북도,청주시,청주시
충북대학교 북방농업대학원,Graduate School of Northern Agri-industry,본교,대학원,특수대학원,국립,43,충청북도,충청북도 청주시 서원구 충대로 1 (개신동),,28644,,https://northagri.chungbuk.ac.kr/,043-261-3516,043-261-3516,2020-12-07,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 충대로 1,충청북도,청주시,청주시
충북대학교 산업대학원,Graduate School Of Industry Chungbuk National University,본교,대학원,특수대학원,국립,43,충청북도,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",,28644,,gsi.chungbuk.ac.kr,043-261-3878,043-268-7621,1989-11-06,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 충대로 1,충청북도,청주시,청주시
충북대학교 세종 국가정책대학원,Sejong Graduate School Of National Policy Chungbuk National University,본교,대학원,특수대학원,국립,43,충청북도,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",,28644,,sopa.chungbuk.ac.kr,043-261-2170,043-271-1713,2016-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 충대로 1,충청북도,청주시,청주시
충북대학교 수의방역대학원,Graduate School of Veterinary Biosecurity and Protection,본교,대학원,특수대학원,국립,43,충청북도,충청북도 청주시 서원구 충대로 1 (개신동),,28644,,https://vetsec.cbnu.ac.kr/,043-249-1648,043-249-1648,2020-12-07,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 충대로 1,충청북도,청주시,청주시
충북대학교 의생명과학경영융합대학원,Chungbuk National University,본교,대학원,특수대학원,국립,43,충청북도,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",,28644,,psm.chungbuk.ac.kr/,043-261-2840,043-261-3178,2013-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 충대로 1,충청북도,청주시,청주시
충북대학교 의학전문대학원,Chungbuk National University. Medical Shool,본교,대학원,전문대학원,국립,43,충청북도,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",,28644,,medweb.cbnu.ac.kr/,043-261-2835,043-272-1603,2005-03-01,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 충대로 1,충청북도,청주시,청주시
충북대학교 행정대학원,Graduate School Of Public Administration,본교,대학원,특수대학원,국립,43,충청북도,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",,28644,,sopa.chungbuk.ac.kr,043-261-2170,043-271-1713,1987-11-09,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 충대로 1,충청북도,청주시,청주시
춘천교육대학교 교육대학원,"Graduateschoolofeducation,Chuncheonuniversity",본교,대학원,특수대학원,국립,51,강원특별자치도,강원특별자치도 춘천시 공지로 126 (석사동),,24328,,www.cnue.ac.kr/graduate,033-260-6152,033-260-6155,1996-03-01,2024,2025-01-08,B340014,한국대학교육협의회,강원특별자치도 춘천시 공지로 126,강원특별자치도,춘천시,춘천시
충남대학교 경영대학원,Graduate School Of Business Administration Chungnam National University,본교,대학원,특수대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,mba.cnu.ac.kr,042-821-5207,042-825-2619,1970-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충남대학교 교육대학원,Graduauate School Of Education Chungnam National University,본교,대학원,특수대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,egc.cnu.ac.kr,042-821-5252,042-822-8995,1975-03-10,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충남대학교 국가정책대학원,Graduate School of National Public Policy in Chungnam National University,본교,대학원,특수대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,gnpp.cnu.ac.kr,042-821-8026,042-823-5875,2013-03-04,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충남대학교 녹색에너지기술전문대학원,Graduate School Of Green Energy Technology,본교,대학원,전문대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,greentech.cnu.ac.kr,042-821-5114,042-822-3334,2010-03-02,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충남대학교 대학원,Chungnam National University Graduate School,본교,대학원,일반대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,grad.cnu.ac.kr/,042-821-7056,042-821-5205,1957-04-04,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충남대학교 법학전문대학원,Chungnam National University Law School,본교,대학원,전문대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,law.cnu.ac.kr/,042-821-5814,042-821-8881,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충남대학교 보건대학원,Graduate School Of Public Health,본교,대학원,특수대학원,국립,30,대전광역시,대전광역시 중구 문화로 266(문화동),,35015,,gsph.cnu.ac.kr,042-580-8375,042-581-8374,1988-11-30,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 중구 문화로 266,대전광역시,중구,대전광역시
충남대학교 분석과학기술대학원,Graduate School Of Analytical Science And Technology,본교,대학원,전문대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,grast.cnu.ac.kr/,042-821-8545,042-821-8541,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충남대학교 산업대학원,Graduate School Of Industry Chungnam National University,본교,대학원,특수대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,ind.cnu.ac.kr/,042-821-5262,042-822-8332,1989-12-30,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충남대학교 스마트농업대학원,Graduate School of Smart Agriculture,본교,대학원,특수대학원,국립,30,대전광역시,대전광역시 유성구 대학로 99 (궁동),,34134,,smart.cnu.ac.kr/smart/index.do,042-821-6711,042-823-6246,2021-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
충남대학교 신약전문대학원,Graduate School Of New Drug Discovery & Development,본교,대학원,전문대학원,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,gsdd.cnu.ac.kr,042-821-8622,042-821-8927,2010-03-02,2024,2025-01-08,B340014,한국대학교육협의회,대전광역시 유성구 대학로 99,대전광역시,유성구,대전광역시
창신대학교 대학원,Changshin University Graduate School,본교,대학원,일반대학원,사립,48,경상남도,경상남도 창원시 마산회원구 팔용로 262 (합성동),,51352,,grad.cs.ac.kr,055-250-3150,055-250-3154,2017-03-02,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산회원구 팔용로 262,경상남도,창원시,창원시
창신대학교 미용예술대학원,Changshin University Graduate School Of Cosmetology,본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학교)",,51352,,grad.cs.ac.kr,055-250-3152,055-250-3154,2017-03-02,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산회원구 팔용로 262,경상남도,창원시,창원시
창신대학교 복지문화대학원,Changshin University Graduate School of Welfare and Culture,본교,대학원,특수대학원,사립,48,경상남도,경상남도 창원시 마산회원구 팔용로 262 (합성동),,51352,,grad.cs.ac.kr,055-250-3150,055-250-3154,2017-03-02,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산회원구 팔용로 262,경상남도,창원시,창원시
창신대학교 부동산경영대학원,Changshin University Graduate School of Real Estate Management,본교,대학원,특수대학원,사립,48,경상남도,경상남도 창원시 마산회원구 팔용로 262 (합성동),,51352,,grad.cs.ac.kr,055-250-3150,055-259-3154,2017-03-02,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산회원구 팔용로 262,경상남도,창원시,창원시
창신대학교 부동산대학원,Changshin University Graduate School Of Real Estate,본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학교)",,51352,,grad.cs.ac.kr,055-250-3152,055-250-3154,2017-03-02,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산회원구 팔용로 262,경상남도,창원시,창원시
창신대학교 사회복지대학원,Changshin University Graduate School Of Social Welfare,본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학교)",,51352,,grad.cs.ac.kr,055-250-3105,055-250-3107,2017-03-02,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산회원구 팔용로 262,경상남도,창원시,창원시
창신대학교 음악대학원,Changshin University,본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학교)",,51352,,www.cs.ac.kr,055-250-3001,055-297-5181,2019-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산회원구 팔용로 262,경상남도,창원시,창원시
청운대학교 대학원,Chungwoon University Graduate School,본교,대학원,특수대학원,사립,44,충청남도,충청남도 홍성군 홍성읍 대학길 25 (남장리),,32244,,egrad.chungwoon.ac.kr/,041-630-3114,041-634-8700,1997-10-21,2024,2025-01-08,B340014,한국대학교육협의회,충청남도 홍성군 홍성읍 대학길 25,충청남도,홍성군,홍성군
청주교육대학교 교육대학원,Graduate School Of Education Cheongju University,본교,대학원,특수대학원,국립,43,충청북도,"충청북도 청주시 서원구 청남로 2065 (수곡동, 청주교육대학교)",,28690,,cje.ac.kr/elder_edu/,043-299-0650,043-299-0654,1995-11-10,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 서원구 청남로 2065,충청북도,청주시,청주시
청주대학교 교육대학원,Graduate School Of Education Cheongju University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",,28503,,www.cju.ac.kr,043-229-8722,043-229-8730,1994-10-21,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 청원구 대성로 298,충청북도,청주시,청주시
청주대학교 보건의료대학원,Graduate School Of Health Sciences Cheongju University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",,28503,,www.cju.ac.kr,043-229-8722,043-229-8730,2014-12-12,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 청원구 대성로 298,충청북도,청주시,청주시
청주대학교 사회복지 공공정책대학원,Graduate School Of Social Welfare Public Policy Cheongju University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",,28503,,www.cju.ac.kr,043-229-8725,043-229-8730,2017-12-28,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 청원구 대성로 298,충청북도,청주시,청주시
청주대학교 사회복지행정대학원,Graduate School Of Social Welfare And Public Administration Cheongju University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",,28503,,,043-229-8722,043-229-8030,2003-09-29,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 청원구 대성로 298,충청북도,청주시,청주시
청주대학교 산업경영대학원,Graduate School Of Industrial Engineering & Business Administration Cheongju University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",,28503,,www.cju.ac.kr,043-229-8722,043-229-8730,1987-11-09,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 청원구 대성로 298,충청북도,청주시,청주시
청주대학교 예술대학원,Graduate School Of Art Cheongju University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",,28503,,www.cju.ac.kr,043-229-8726,043-229-8730,2017-12-28,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 청원구 대성로 298,충청북도,청주시,청주시
청주대학교 융합신기술대학원,Graduate School Of Fusion New Technology Cheongju University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",,28503,,www.cju.ac.kjr,043-229-8725,043-229-8730,2017-12-28,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 청원구 대성로 298,충청북도,청주시,청주시
청주대학교 일반대학원,Graduate School Of Cheongju University,본교,대학원,일반대학원,사립,43,충청북도,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",,28503,,www.cju.ac.kr,043-229-8721,043-229-8730,1954-04-20,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 청주시 청원구 대성로 298,충청북도,청주시,청주시
초당대학교 산업대학원,Chodang Graduate University,본교,대학원,특수대학원,사립,46,전라남도,"전라남도 무안군 무안읍 무안로 380 (성남리, 초당대학교)",,58530,,www.chodang.ac.kr,061-450-1881,061-450-1883,2012-03-02,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 무안군 무안읍 무안로 380,전라남도,무안군,무안군
초당대학교 일반대학원,Chodang Graduate University,본교,대학원,일반대학원,사립,46,전라남도,"전라남도 무안군 무안읍 무안로 380 (성남리, 초당대학교)",,58530,,www.chodang.ac.kr,061-450-1881,061-450-1883,2012-03-02,2024,2025-01-08,B340014,한국대학교육협의회,전라남도 무안군 무안읍 무안로 380,전라남도,무안군,무안군
중원대학교 문화예술대학원,Graduate School Of Culture And Arts,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",,28024,,www.jwu.ac.kr,043-830-8114,043-830-8115,2014-03-03,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 괴산군 괴산읍 문무로 85,충청북도,괴산군,괴산군
중원대학교 사회과학대학원,Graduate School Of Social Sciences,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",,28024,,www.jwu.ac.kr,043-830-8114,043-830-8115,2014-03-03,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 괴산군 괴산읍 문무로 85,충청북도,괴산군,괴산군
중원대학교 사회문화대학원,Graduate School Of Social Culture Jungwon University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",,28024,,www.jwu.ac.kr,043-830-8114,043-830-8115,2016-03-02,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 괴산군 괴산읍 문무로 85,충청북도,괴산군,괴산군
중원대학교 일반대학원,Graduate School Jungwon University,본교,대학원,일반대학원,사립,43,충청북도,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",,28024,,www.jwu.ac.kr,043-830-8114,043-830-8115,2011-03-02,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 괴산군 괴산읍 문무로 85,충청북도,괴산군,괴산군
중원대학교 평생학습대학원,Graduate School Of Lifelong Learning Jungwon University,본교,대학원,특수대학원,사립,43,충청북도,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",,28024,,www.jwu.ac.kr,043-830-8114,043-830-8115,2014-03-03,2024,2025-01-08,B340014,한국대학교육협의회,충청북도 괴산군 괴산읍 문무로 85,충청북도,괴산군,괴산군
진주교육대학교 교육대학원,Graduateschoolofeducationchinjun.U.E,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 진양호로369번길 3 (신안동, 진주교육대학교)",,52673,,www.cue.ac.kr,055-740-1331,055-740-1339,1996-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진양호로369번길 3,경상남도,진주시,진주시
진주산업대학교 벤처창업대학원(산업대),Graduate School Of Venture Business & Entrepreneurship,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",,52725,,www.gntech.ac.kr,055-751-3114,055-752-9554,1999-11-02,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 동진로 33,경상남도,진주시,진주시
진주산업대학교 산업대학원(산업대),Graduate School Of Industry Jinju National Univ.,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",,52725,,www.gntech.ac.kr,055-751-3114,055-752-9554,1996-10-12,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 동진로 33,경상남도,진주시,진주시
조선대학교 의학전문대학원,"School Of Medicine, Chosun University",본교,대학원,전문대학원,사립,29,광주광역시,광주광역시 동구 조선대4길 20(서석동),,61452,,www.chosun.ac.kr/~medical/,062-230-6396,062-232-9213,2009-03-02,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 동구 조선대4길 20,광주광역시,동구,광주광역시
조선대학교 임상약학대학원,"Graduate School Of Clinical Pharmacy, Chosun University",본교,대학원,특수대학원,사립,29,광주광역시,광주광역시 동구 조선대1길 9(서석동),,61452,,www.chosun.ac.kr/user/clinicalpharm/,062-230-6362,062-222-5414,2011-11-01,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 동구 조선대1길 9,광주광역시,동구,광주광역시
조선대학교 정책대학원,Chosun Univ Graduate School Of Policy,본교,대학원,특수대학원,사립,29,광주광역시,광주광역시 동구 조선대5길 76(서석동),,61452,,www.chosun.ac.kr/~gsp,062-230-6671,062-234-6280,1995-10-18,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 동구 조선대5길 76,광주광역시,동구,광주광역시
조선대학교 치의학전문대학원,"School Of Dentistry, Chosun University",본교,대학원,전문대학원,사립,29,광주광역시,광주광역시 동구 조선대길 7(서석동),,61452,,www.chosun.ac.kr/dentistry,062-230-6865,062-232-6896,2009-03-02,2024,2025-01-08,B340014,한국대학교육협의회,광주광역시 동구 조선대길 7,광주광역시,동구,광주광역시
